72,result_from_first_page_text_d72_arxiv_2303.15343.txt,Sigmoid Loss for Language Image Pre-Training,Basil Mustafa,"Google DeepMind, Zurich, Switzerland",basilm@google.com,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1
72,result_from_first_page_text_d72_arxiv_2303.15343.txt,Sigmoid Loss for Language Image Pre-Training,Alexander Kolesnikov,"Google DeepMind, Zurich, Switzerland",akolesnikov@google.com,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1
72,result_from_first_page_text_d72_arxiv_2303.15343.txt,Sigmoid Loss for Language Image Pre-Training,Lucas Beyer,"Google DeepMind, Zurich, Switzerland",lbeyer@google.com,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1
73,result_from_first_page_text_d73_arxiv_2304.06364.txt,AGIEval: A Human-Centric Benchmark for Evaluating Foundation Models,Wanjun Zhong,Microsoft,t-wzhong@microsoft.com,TP,TP,TP,TP,1,TP,TP,TP,FP,1,FN,FN,FN,FN,0,TP,TP,TP,TP,
73,result_from_first_page_text_d73_arxiv_2304.06364.txt,AGIEval: A Human-Centric Benchmark for Evaluating Foundation Models,Ruixiang Cui,Microsoft,v-ruicui@microsoft.com,,TP,TP,TP,1,,TP,TP,FP,1,,FN,FN,FN,0,,TP,TP,TP,
73,result_from_first_page_text_d73_arxiv_2304.06364.txt,AGIEval: A Human-Centric Benchmark for Evaluating Foundation Models,Yiduo Guo,Microsoft,v-yiduoguo@microsoft.com,,TP,TP,TP,1,,TP,TP,FP,1,,FN,FN,FN,0,,TP,TP,TP,
73,result_from_first_page_text_d73_arxiv_2304.06364.txt,AGIEval: A Human-Centric Benchmark for Evaluating Foundation Models,Yaobo Liang,Microsoft,yaobo.liang@microsoft.com,,TP,TP,TP,1,,TP,TP,TP,1,,TP,FN,FN,X,,TP,TP,FN,
73,result_from_first_page_text_d73_arxiv_2304.06364.txt,AGIEval: A Human-Centric Benchmark for Evaluating Foundation Models,Shuai Lu,Microsoft,shuailu@microsoft.com,,TP,TP,TP,1,,TP,TP,TP,1,,FN,FN,FN,0,,TP,TP,TP,
73,result_from_first_page_text_d73_arxiv_2304.06364.txt,AGIEval: A Human-Centric Benchmark for Evaluating Foundation Models,Yanlin Wang,Microsoft,yanlwang@microsoft.com,,TP,TP,TP,1,,TP,TP,TP,1,,FN,FN,FN,0,,TP,TP,TP,
73,result_from_first_page_text_d73_arxiv_2304.06364.txt,AGIEval: A Human-Centric Benchmark for Evaluating Foundation Models,Amin Saied,Microsoft,Amin.Saied@microsoft.com,,TP,TP,TP,1,,TP,TP,FP,1,,FN,FN,FN,0,,TP,TP,TP,
73,result_from_first_page_text_d73_arxiv_2304.06364.txt,AGIEval: A Human-Centric Benchmark for Evaluating Foundation Models,Weizhu Chen,Microsoft,wzchen@microsoft.com,,TP,TP,TP,1,,TP,TP,TP,1,,FN,FN,FN,0,,TP,TP,TP,
73,result_from_first_page_text_d73_arxiv_2304.06364.txt,AGIEval: A Human-Centric Benchmark for Evaluating Foundation Models,Nan Duan,Microsoft,nanduan@microsoft.com,,TP,TP,TP,1,,TP,TP,TP,1,,TP,FN,FN,1,,TP,TP,TP,
74,result_from_first_page_text_d74_arxiv_2304.12244.txt,WizardLM: Empowering Large Language Models to Follow Complex Instructions,Can Xu,Microsoft,caxu@microsoft.com,TP,TP,TP,TP,X,TP,TP,TP,TP,X,TP,TP,TP,TP,X,TP,TP,TP,FN,X
74,result_from_first_page_text_d74_arxiv_2304.12244.txt,WizardLM: Empowering Large Language Models to Follow Complex Instructions,Qingfeng Sun,Microsoft,qins@microsoft.com,,TP,TP,TP,X,,TP,TP,TP,X,,TP,TP,TP,X,,TP,TP,FN,X
74,result_from_first_page_text_d74_arxiv_2304.12244.txt,WizardLM: Empowering Large Language Models to Follow Complex Instructions,Kai Zheng,Microsoft,zhengkai@microsoft.com,,TP,TP,TP,X,,TP,TP,TP,X,,TP,TP,TP,X,,TP,TP,FN,X
74,result_from_first_page_text_d74_arxiv_2304.12244.txt,WizardLM: Empowering Large Language Models to Follow Complex Instructions,Xiubo Geng,Microsoft,xigeng@microsoft.com,,TP,TP,TP,X,,TP,TP,TP,X,,TP,TP,TP,X,,TP,TP,FN,X
74,result_from_first_page_text_d74_arxiv_2304.12244.txt,WizardLM: Empowering Large Language Models to Follow Complex Instructions,Pu Zhao,Microsoft,puzhao@microsoft.com,,TP,TP,TP,X,,TP,TP,TP,X,,TP,TP,TP,X,,TP,TP,FN,X
74,result_from_first_page_text_d74_arxiv_2304.12244.txt,WizardLM: Empowering Large Language Models to Follow Complex Instructions,Jiazhan Feng,Peking University,fengjiazhan@pku.edu.cn,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,FN,1
74,result_from_first_page_text_d74_arxiv_2304.12244.txt,WizardLM: Empowering Large Language Models to Follow Complex Instructions,Chongyang Tao,Microsoft,chongyang.tao@microsoft.com,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,FN,1
74,result_from_first_page_text_d74_arxiv_2304.12244.txt,WizardLM: Empowering Large Language Models to Follow Complex Instructions,Qingwei Lin,Microsoft,qlin@microsoft.com,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,FN,1
74,result_from_first_page_text_d74_arxiv_2304.12244.txt,WizardLM: Empowering Large Language Models to Follow Complex Instructions,Daxin Jiang,Microsoft,djiang@microsoft.com,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,FN,1
76,result_from_first_page_text_d76_arxiv_2305.14314.txt,QLORA: Efficient Finetuning of Quantized LLMs,Tim Dettmers,University of Washington,dettmers@cs.washington.edu,TP,TP,TP,TP,1,TP,TP,TP,TP,1,TP,TP,TP,TP,1,TP,TP,TP,TP,1
76,result_from_first_page_text_d76_arxiv_2305.14314.txt,QLORA: Efficient Finetuning of Quantized LLMs,Artidoro Pagnoni,University of Washington,artidoro@cs.washington.edu,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1
76,result_from_first_page_text_d76_arxiv_2305.14314.txt,QLORA: Efficient Finetuning of Quantized LLMs,Ari Holtzman,University of Washington,ahai@cs.washington.edu,,TP,TP,TP,1,,TP,FN,FN,1,,TP,TP,TP,1,,TP,TP,FN,1
76,result_from_first_page_text_d76_arxiv_2305.14314.txt,QLORA: Efficient Finetuning of Quantized LLMs,Luke Zettlemoyer,University of Washington,lsz@cs.washington.edu,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1
78,result_from_first_page_text_d78_arxiv_2306.01708.txt,TIES-MERGING: Resolving Interference When Merging Models,Prateek Yadav,University of North Carolina at Chapel Hill,praty@cs.unc.edu,TP,TP,TP,FN,1,TP,TP,TP,TP,1,TP,TP,TP,TP,1,TP,TP,TP,FN,1
78,result_from_first_page_text_d78_arxiv_2306.01708.txt,TIES-MERGING: Resolving Interference When Merging Models,Derek Tam,University of North Carolina at Chapel Hill,dtredsox@cs.unc.edu,,TP,TP,FN,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,FN,1
78,result_from_first_page_text_d78_arxiv_2306.01708.txt,TIES-MERGING: Resolving Interference When Merging Models,Leshem Choshen,IBM Research; MIT,leshem.choshen@ibm.com,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,FN,1
78,result_from_first_page_text_d78_arxiv_2306.01708.txt,TIES-MERGING: Resolving Interference When Merging Models,Colin Raffel,University of North Carolina at Chapel Hill,craffel@cs.unc.edu,,TP,TP,FN,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,FN,1
78,result_from_first_page_text_d78_arxiv_2306.01708.txt,TIES-MERGING: Resolving Interference When Merging Models,Mohit Bansal,University of North Carolina at Chapel Hill,mbansal@cs.unc.edu,,TP,TP,FN,1,,TP,TP,TP,1,,TP,TP,TP,1,,TP,TP,FN,1
91,result_from_first_page_text_d91_arxiv_2406.11477.txt,How Can We Effectively Expand the Vocabulary of LLMs with 0.01GB of Target Language Text?,Atsuki Yamaguchi,"School of Computer Science, University of Sheffield, United Kingdom",ayamaguchi1@sheffield.ac.uk,TP,TP,TP,TP,1,TP,TP,TP,TP,1,FN,FP,FN,FN,0,TP,TP,TP,TP,1
91,result_from_first_page_text_d91_arxiv_2406.11477.txt,How Can We Effectively Expand the Vocabulary of LLMs with 0.01GB of Target Language Text?,Aline Villavicencio,"School of Computer Science, University of Sheffield, United Kingdom; Department of Computer Science, Institute of Data Science and Artificial Intelligence, University of Exeter, United Kingdom",a.villavicencio@sheffield.ac.uk,,TP,TP,TP,1,,TP,TP,TP,1,,FP,FN,FN,0,,TP,TP,TP,1
91,result_from_first_page_text_d91_arxiv_2406.11477.txt,How Can We Effectively Expand the Vocabulary of LLMs with 0.01GB of Target Language Text?,Nikolaos Aletras,"School of Computer Science, University of Sheffield, United Kingdom",n.aletras@sheffield.ac.uk,,TP,TP,TP,1,,TP,TP,TP,1,,FP,FN,FN,0,,TP,TP,TP,
,,,,,,,,,,,,,,,,,FP,FP,FP,0,,,,,
,,,,,,,,,,,,,,,,,FP,FP,FP,0,,,,,
,,,,,,,,,,,,,,,,,FP,FP,FP,0,,,,,
,,,,,,,,,,,,,,,,,FP,FP,FP,0,,,,,
,,,,,,,,,,,,,,,,,FP,FP,FP,0,,,,,
,,,,,,,,,,,,,,,,,FP,FP,FP,0,,,,,
,,,,,,,,,,,,,,,,,FP,FP,FP,0,,,,,
95,result_from_first_page_text_d95_arxiv_2408.10441.txt,Goldfish: Monolingual Language Models for 350 Languages,Tyler A. Chang,"Department of Cognitive Science, University of California San Diego;  Data Science Institute, University of California San Diego",tachang@ucsd.edu,TP,TP,TP,TP,1,TP,TP,TP,TP,1,TP,TP,TP,TP,1,TP,TP,TP,TP,1
95,result_from_first_page_text_d95_arxiv_2408.10441.txt,Goldfish: Monolingual Language Models for 350 Languages,Catherine Arnett,"Department of Linguistics, University of California San Diego",ccarnett@ucsd.edu,,TP,TP,TP,1,,TP,FP,TP,1,,TP,FP,TP,1,,TP,FP,TP,1
95,result_from_first_page_text_d95_arxiv_2408.10441.txt,Goldfish: Monolingual Language Models for 350 Languages,Zhuowen Tu,"Department of Cognitive Science, University of California San Diego",ztu@ucsd.edu,,TP,FP,TP,1,,TP,FP,TP,1,,TP,FP,TP,1,,TP,FP,TP,1
95,result_from_first_page_text_d95_arxiv_2408.10441.txt,Goldfish: Monolingual Language Models for 350 Languages,Benjamin K. Bergen,"Department of Cognitive Science, University of California San Diego",bkbergen@ucsd.edu,,TP,TP,TP,1,,TP,FP,TP,1,,TP,FP,TP,1,,TP,FP,TP,1
98,result_from_first_page_text_d98_arxiv_2410.15148.txt,Less is More: Parameter-Efficient Selection of Intermediate Tasks for Transfer Learning,David Schulte,Humboldt University of Berlin,davidsiriusschulte@gmail.com,TP,TP,TP,TP,1,TP,TP,TP,TP,1,FN,FP,FN,FN,0,TP,TP,TP,TP,1
98,result_from_first_page_text_d98_arxiv_2410.15148.txt,Less is More: Parameter-Efficient Selection of Intermediate Tasks for Transfer Learning,Felix Hamborg,Humboldt University of Berlin,felix.hamborg@hu-berlin.de,,TP,TP,FN,1,,TP,TP,TP,1,,FP,FN,FN,0,,TP,TP,FN,1
98,result_from_first_page_text_d98_arxiv_2410.15148.txt,Less is More: Parameter-Efficient Selection of Intermediate Tasks for Transfer Learning,Alan Akbik,Humboldt University of Berlin,alan.akbik@hu-berlin.de,,TP,TP,FN,1,,TP,TP,TP,1,,FP,FN,FN,0,,TP,TP,FN,1
,,,,,,,,,,,,,,,,,FP,FP,FP,0,,,,,
,,,,,,,,,,,,,,,,,FP,FP,FP,0,,,,,
,,,,,,,,,,,,,,,,,FP,FP,FP,0,,,,,
,,,,,,,,,,,,,,,,,FP,FP,FP,0,,,,,
,,,,,,,,,,,,,,,,,FP,FP,FP,0,,,,,
,,,,,,,,,,,,,,,,,FP,FP,FP,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Phi,,,,,Mistral,,,,,Llama,,,,,Gemma,,,,
,,,,,,Title,Name,Aff.,Email,,Title,Name,Aff.,Email,,Title,Name,Aff.,Email,,Title,Name,Aff.,Email,
,,,True Positive,,True Positive,45,225,223,197,,42,219,202,171,,30,157,147,139,,40,202,200,133,
,,,True Negative,,True Negative,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,5,
,,,False Positive,,False Positive,0,1,1,2,,3,10,14,17,,0,30,18,15,,2,7,3,2,
,,,False Negative,,False Negative,2,4,6,31,,2,4,17,45,,17,56,78,89,,5,21,27,90,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Precision,1,0.995575221,0.995535714,0.989949749,,0.933333333,0.956331878,0.935185185,0.909574468,,1,0.839572193,0.890909091,0.902597403,,0.952380952,0.966507177,0.985221675,0.985185185,
,,,,,Recall,0.957446809,0.982532751,0.973799127,0.864035088,,0.954545455,0.98206278,0.922374429,0.791666667,,0.638297872,0.737089202,0.653333333,0.609649123,,0.888888889,0.905829596,0.881057269,0.596412556,
,,,,,F1-Score,0.97826087,0.989010989,0.984547461,0.922716628,,0.943820225,0.969026549,0.928735632,0.846534653,,0.779220779,0.785,0.753846154,0.727748691,,0.91954023,0.935185185,0.930232558,0.74301676,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1,1,1,0.99,,0.93,0.96,0.94,0.92,,1,0.84,0.89,0.9,,0.95,0.97,0.99,0.99,
,,,,,,0.96,0.98,0.97,0.86,,0.95,0.98,0.92,0.79,,0.64,0.74,0.65,0.61,,0.89,0.91,0.88,0.6,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ZEROS (Not available),,,,,,,5,,,,,10,,,,,81,,,,,21
,,,1,,(In order),,,,,206,,,,,202,,,,,152,,,,,178
,,,X,,(Out of Order),,,,,19,,,,,21,,,,,10,,,,,21
