d_index,filename,title,name,affiliations,email,Phi,,,,,Mistral,,,,,Llama,,,,,Gemma,,,,
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Evgenii Zheltonozhskii,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Fanyue Xia,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Fatemeh Siar,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Fernando Martínez-Plumed,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Francesca Happé,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Francois Chollet,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Frieda Rong,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Gaurav Mishra,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Genta Indra Winata,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Gerard de Melo,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Germán Kruszewski,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Giambattista Parascandolo,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Giorgio Mariani,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Gloria Wang,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Gonzalo Jaimovitch-López,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Gregor Betz,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Guy Gur-Ari,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Hana Galijasevic,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Hannah Kim,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Hannah Rashkin,NA,NA,,TP,TN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Hannaneh Hajishirzi,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Harsh Mehta,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Hayden Bogar,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Henry Shevlin,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Hinrich Schütze,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Hiromu Yakura,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Hongming Zhang,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Hugh Mee Wong,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Ian Ng,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Isaac Noble,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Jaap Jumelet,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Jack Geissinger,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Jackson Kernion,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Jacob Hilton,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Jaehoon Lee,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Jaime Fernández Fisac,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,James B. Simon,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,James Koppel,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,James Zheng,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,James Zou,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Jan Kocoń,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Jana Thompson,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Janelle Wingfield,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Jared Kaplan,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Jarema Radom,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Jascha Sohl-Dickstein,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Jason Phang,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Jason Wei,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Jason Yosinski,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Jekaterina Novikova,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Jelle Bosscher,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Jennifer Marsh,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Jeremy Kim,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Jeroen Taal,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Jesse Engel,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Jesujoba Alabi,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Jiacheng Xu,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Jiaming Song,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Jillian Tang,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Joan Waweru,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,John Burden,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,John Miller,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,John U. Balis,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Jonathan Batchelder,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Jonathan Berant,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Jörg Frohberg,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Jos Rozen,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Jose Hernandez-Orallo,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Joseph Boudeman,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Joseph Guerr,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Joseph Jones,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Joshua B. Tenenbaum,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Joshua S. Rule,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Joyce Chua,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Kamil Kanclerz,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Karen Livescu,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Karl Krauth,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Karthik Gopalakrishnan,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Katerina Ignatyeva,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Katja Markert,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Kaustubh D. Dhole,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Kevin Gimpel,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Kevin Omondi,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Kory Mathewson,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Kristen Chiafullo,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Ksenia Shkaruta,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Kumar Shridhar,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Kyle McDonell,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Kyle Richardson,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Laria Reynolds,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Leo Gao,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Li Zhang,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Liam Dugan,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Lianhui Qin,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Lidia Contreras-Ochando,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Louis-Philippe Morency,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Luca Moschella,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Lucas Lam,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Lucy Noble,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Ludwig Schmidt,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Luheng He,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Luis Oliveros Colón,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Luke Metz,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Lütfi Kerem Şenel,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Maarten Bosma,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Maarten Sap,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Maartje ter Hoeve,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
63,result_from_first_page_text_d63_arxiv_2206.04615.txt,Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models,Maheen Farooqi,NA,NA,,FN,FN,TN,0,,FN,TN,TN,0,,FP,FP,TN,X,,TN,TN,TN,0
